key,en,de,es,fr,zh
T_STORY_30_LEVEL,"Man, these battles are getting intense! I really couldn’t have done this on my own, but I’m feeling a bit guilty having dragged and dropped you into this. There is something I should probably tell you… 

Actually, nevermind, now’s not the time. I’ve been working on a device to help boost our transmitters and circuits, but I’m lacking the subroutines to make it work. Let’s keep an eye open for any in this node.","Mann, diese Kämpfe werden immer intensiver! Alleine hätte ich das nicht geschafft, aber ich habe ein schlechtes Gewissen, weil ich dich da mit hineingezogen und fallen gelassen habe. Es gibt etwas, das ich dir vielleicht sagen sollte... 

Ach, vergiss es, das ist nicht der richtige Zeitpunkt. Ich habe an einem Gerät gearbeitet, das unsere Transmitter und Schaltkreise verstärken soll, aber mir fehlen die Subroutinen, damit es funktioniert. Halten wir die Augen offen, ob es in diesem Knotenpunkt welche gibt!","¡Santos bits, estas batallas se están volviendo intensas! Realmente no podría haberlo hecho yo solo, pero también me siento un poco culpable por haberte arrastrado hasta aquí. De hecho, hay algo que probablemente debería contarte... 

Bueno, no importa, aún no es el momento. A ver, he estado trabajando en un dispositivo que ayuda a potenciar nuestros transmisores y circuitos, pero me faltan las subrutinas para hacerlo funcionar. Estemos atentos por si hay alguna en este nodo.","Houla, ces bastons deviennent intenses ! Je n’aurais vraiment pas pu me débrouiller seul, mais je me sens un peu coupable de t'avoir copié/collé dans ce grabuge. Il y a quelque chose que je devrais probablement te dire...

En fait, laisse tomber, ce n’est pas le bon moment. J’ai bossé sur un dispositif pour t’aider à amplifier tes émetteurs et circuits, mais il me manque le sous-programme pour le faire fonctionner. Voyons voir si on peut en trouver dans cette node.
","天啊，这些战斗越来越激烈了！我真的无法独自完成这个任务，但我感到有点愧疚，因为我把你拖进了这个圈子。我真的无法独自完成这个任务，但我感到有点内疚，因为我把你拖入了这个泥潭。有件事我也许应该告诉你......

事实上，没关系，现在还不是时候。我一直在研究一个装置，以帮助提升我们的发射器和电路，但我缺乏使其发挥作用的子程序。让我们留意一下这个节点上的任何东西。"
T_STORY_30_LOOT,"Perfect, a REROLL subroutine! That’ll work nicely, now any variable on a transmitter or circuit can be swapped, just feed it some kernels and bam! Totally different variable! If you don’t get one you like you can always reroll again, but it’ll consume more kernels each time. 

No, I don’t get the kernels! Like I said, it consumes them. 

I don’t know, it’s just how it works!","Perfekt, eine AUSTAUSCH-Subroutine! Das wird gut funktionieren, jetzt kann jede Variable eines Transmitters oder Schaltkreises ausgetauscht werden, füttere sie einfach mit ein paar Kernen und bam! Eine völlig andere Variable! Wenn du keine findest, die dir gefällt, kannst du immer wieder neu tauschen, aber braucht mit jedem Mal mehr Kerne. 

Nein, ich bekomme die Kerne nicht! Wie ich schon sagte, die sind weg. 

Ich weiß nicht, so funktioniert es halt!","Perfecto, ¡una subrutina REROLL! Funcionará muy bien, ahora cualquier variable de un transmisor o circuito puede ser intercambiada, sólo tienes que alimentarlo con algunos kernels y ¡bam! Variable totalmente diferente! Si no consigues una que te guste siempre puedes volver a relanzar, pero consumirá más y más kernels. 

¡No, no me robé tus kernels! Como digo, se los consume.

No sé, ¡así es como funciona!","Parfait, un sous-programme de RELANCE ! Ce sera utile pour changer n'importe quelle variable sur un émetteur ou circuit, tu as juste à y ajouter quelques kernels et vlan ! Une nouvelle variable complètement différente ! Si tu en obtiens une qui ne t'es pas utile, tu peux toujours faire une nouvelle relance, mais ça coûte plus de kernels à chaque coup.

Nooooon, ce n’est pas moi qui me mets les kernels dans les poches ! Elles sont consumées par le système !

Je sais pas moi, c'est juste comme ça que ça fonctionne !
","很好，一个轧制子程序!这将很有效，现在发射器或电路上的任何变量都可以被交换，只要给它一些内核，砰！完全不同的变量。如果你不喜欢，你总是可以再重新轧制，但每次都会消耗更多的内核。

不，我没有得到内核!就像我说的，它消耗了它们。

我不知道，这就是它的工作原理!"
T_STORY_35_LEVEL,"Holy bit, this is bad! Looks like the grid has broken through into the local network and there are countless parasprites pouring through. See those conduits? Try and block them or null the parasprites that come out until I can create a fix. It shouldn’t take more than a few idles, but in the meantime hang in there!","Heiliges Mainboard, das ist schlimm! Es sieht so aus, als wäre das Raster in das lokale Netzwerk eingedrungen und unzählige Parasprites strömen hindurch. Siehst du diese Leitungen? Versuch sie zu blockieren oder die Parasprites zu eliminieren, die herauskommen, bis ich eine Lösung gefunden habe. Es sollte nicht länger als ein paar Leerläufe dauern, aber bis dahin halte durch!","¡Circuito santo, esto es malo! Parece que la matriz se ha infiltrado en la red local y hay innumerables zombipíxeles atravesándola. ¿Ves esos conductos? Intenta bloquearlos o anular los zombipíxeles que salgan hasta que pueda solucionarlo. No debería llevar más que unos pocos ralentíes, pero mientras tanto, ¡ aguanta!","Nom d'un... ça c'est mauvais ! On dirait que l'Anti-matrice a percé dans le réseau local et qu’une horde de parasprites sont en train de s'y engouffrer. Tu vois ces conduits ? Essaye de les bloquer ou bien détruis les parasprites qui en sortent jusqu’à ce que je trouve un fix. Je n’en ai pas pour longtemps, mais ça risque de chauffer alors tiens bon !
",神圣的比特，这很糟!看起来网已经突破了本地网络，有无数的小型精灵涌入。看到那些管道了吗？试着堵住它们，或者让出来的寄生虫无效，直到我创造一个修复方法。它不应该超过几个空闲时间，但在此期间，请坚持下去!
T_STORY_40_LEVEL,"Wow, one node away from the purple sector. This is by far the furthest I’ve ever been from home. Sure makes you feel like an insignificant little sprite in a big system.

My home? It’s… long gone. My sector was one of the first drained by Gigasprite’s stupid grid, and I’ve been on the run since. One sector goes dark so you jump to the next, then that one goes dark, and on like that for a while.","Wow, ein Knotenpunkt vom lila Sektor entfernt. So weit war ich noch nie von zu Hause weg. Da kommt man sich vor wie ein unbedeutender kleiner Sprite in einem großen System.

Mein Zuhause? Es ist... schon lange weg. Mein Sektor war einer der ersten, der durch Gigasprites dummes Raster entleert wurde, und seitdem bin ich auf der Flucht. Ein Sektor wird dunkel, also springt man zum nächsten, dann wird dieser dunkel, und so geht immer weiter.","Guau, estamos a solo un nodo del sector púrpura. Esta es sin duda la vez que más lejos he estado de casa. Me siento como un píxel pequeño e insignificante dentro de un enorme sistema.

¿Mi hogar? Hace tiempo que... desapareció. Mi sector fue uno de los primeros en ser drenado por la estúpida matriz de Gigasprite, y he estado huyendo desde entonces. Un sector se oscurece y saltas al siguiente, y luego ese se oscurece y lo repites, y así una y otra vez.","Waouh, c'est le plus loin que je n'ai jamais été de mon secteur d'origine. Ça vous fait sentir minuscule dans un immense système.

Chez moi ? C'est... détruit depuis longtemps. Mon secteur a été l'un des premiers à être siphonné par la stupide Anti-matrice de Gigasprite et je suis fugitif depuis tout ce temps. Quand un secteur disparaît, tu sautes au prochain, et ainsi de suite.
","哇，离紫色区还有一个节点。这是迄今为止我离家最远的一次。当然，这让你觉得自己是一个大系统中微不足道的小精灵。

我的家？家......早就没了。我的区是最早被超级精灵的愚蠢网吸干的区之一，从那以后我就一直在逃亡。一个区变黑了，你就跳到下一个区，然后那个区又变黑了，就这样好一阵子了。"
T_STORY_40_LOOT,"You found a new subroutine in there? Let’s take a look.

An AUGMENT subroutine! So you know how the reroll subroutine lets you use kernels to change variables? This works similarly, except now you can use kernels to boost a variable you like. Nice find, that’s quite an upgrade.","Du hast da drin eine neue Subroutine gefunden? Lass mal sehen!

Eine STEIGERN-Subroutine! Du weißt doch, dass du mit der Austausch-Routine Kerne verwenden kannst, um Variablen zu ändern? Das hier funktioniert ähnlich, nur dass man jetzt Kerne verwenden kann, um eine Variable zu steigern. Ein guter Fund, das wird uns helfen!","¿Has encontrado una nueva subrutina? Echémosle un vistazo.

¡Vaya, una subrutina de AUMENTO! ¿Recuerdas que la subrutina Reintento te permite usar kernels para cambiar variables? Pues esta funciona de forma similar, salvo que ahora puedes usar kernels para aumentar una variable que te guste. Buen hallazgo, es toda una mejora.","Tu as trouvé un nouveau sous-programme là-dedans ? Jetons un œil.

Un sous-programme d'AMELIORATION ! Tu te souviens du sous-programme de RELANCE qui te permet d'échanger des kernels contre de nouvelles variables ? Ça marche pareil, sauf qu'avec ça tu utilises les kernels pour améliorer une variable existante. Belle trouvaille !
","你在里面发现了一个新的子程序？让我们看一看。

一个扩增子程序!所以你知道轧制子程序是如何让你使用内核来改变变量的？这个工作原理类似，只是现在你可以用内核来提升你喜欢的变量。不错的发现，这是个相当大的升级。"
T_STORY_41_LEVEL,"Well blimey, is that little Chippy entering the sector? Quite certain it is, what a jolly face to see in a time of such uncertainty! Oh, and you’ve brought a friend I see. Hmmm, well I suppose my invitation wasn’t that specific, we shall adjust accordingly. My dear old friend, do come join me at the furthest node in the sector post haste, we have much to discuss!","Ja isch des ned der kloane Chippy? Des is ja a nette Überraschung! Oh und an Freund host a mitbracht. Des kriag ma scho hi. Mei alter Freund, kimsch fix zum Knotenpunkt hintre, mir ham viel zu klärn! Husch husch!","Vaya, ¿ese que entra en el sector es el pequeño Chippy? Parece que sí. ¡ Qué cara más alegre se le ve en un momento de tanta incertidumbre! Oh, y veo que trae a un amigo. Mmmm... Bueno, supongo que mi invitación no era tan específica, así que haremos los ajustes necesarios. Mi querido y viejo amigo, ven al nodo más lejano del sector. ¡ Tenemos mucho de lo que hablar!","Eh bien ça alors, est-ce le petit Chippy qui entre dans le secteur ? Bien certain que oui, quelle bonne nouvelle par les temps qui courent ! Ha, tu es venu avec un ami à ce que je vois. Hum, bon, je suppose que mon invitation n'était pas très précise, on va faire avec. Mon vieil ami, viens vite me rejoindre dans la node la plus éloignée du secteur, on a beaucoup de choses à discuter !",哦，天哪，那个小芯片正在进入这个分区吗？非常肯定，在这样一个不确定的时期，看到这样一张快乐的面孔，真让人心动!哦，我看你还带了个朋友。嗯，我想我的邀请并不那么具体，我们会相应地调整。我亲爱的老伙计，快来加入我，在这个区最远的节点上，我们有很多事情要讨论！
T_STORY_45_LEVEL,"Are you still making your way? Did I neglect to say post haste? I feel quite certain I did. No dilly dallying, time is of the essence!",Kimsch jetz allmählich oder wird des nix mehr? Hab I ned gsogt du sollsch an Zahn zuleng?,¿Aún sigues en camino? ¿Me olvidé de decirte que hay que darse prisa? Estoy seguro de que sí. Pues eso... Que no hay que perder el tiempo. ¡ El tiempo es esencial!,"Vous êtes toujours en chemin ? Est-ce que j'ai oublié de vous préciser de vous grouiller ? Hum, je pense que non. Arrêtez de vous traîner, il y a le feu ici !
","你还在赶路吗？我是不是忘了说 ""匆忙""？我觉得很肯定我说了。不要磨磨蹭蹭，时间是最重要的!"
T_STORY_50_LEVEL,"My stars, there you are Chippy, you’ve actually made it. I wish our reunion could be under less dire circumstances, but this is the frightful hand we’ve been dealt. Don’t dawdle, Gigasprite knows we’re here so hop hop! Onward through the node! I shall be hot on your heels.

And Chippy, I… I’m sorry.","Da bisch ja endlich Chippy! I wünscht die Umstände wärn andre, aber so isch es halt. Steh da ned rum, weiter geht's, des Gigasprite woaß wo mer sind. Rein in den Knotenpunkt, I komm glei nach.

Und Chippy: es ... tut mer leid.","Por mis estrellas... Aquí estás, Chippy. Lo has conseguido. Desearía que nuestro reencuentro fuera en circunstancias mejores, pero esto es lo que nos ha tocado. No te entretengas, Gigasprite sabe que estamos aquí, así que... ¡ vamos, vamos! ¡ Hora de ir hacia el nodo! Te sigo.

Y Chippy, yo... lo siento.","Tu es enfin là Chippy, t'as vraiment réussi ! J'aurais aimé que nos retrouvailles se fassent dans des circonstances moins sombres, mais c'est comme ça. Te tortille pas trop, Gigasprite sait qu'on est là alors hop ! En avant à travers la node !
","我的明星，你在这里，芯片，你真的做到了。我希望我们的重逢能在不那么糟糕的情况下进行，但这是我们所面临的可怕的命运之手。别磨蹭了，超级精灵知道我们在这里，所以跳吧!穿过节点，继续前进!我将紧随你的脚步。

还有芯片，我。。。我很抱歉。"
T_STORY_50_LEVEL_GATE,"74R637 C0N741N3D...
B361N 7R4N5F3R...
PR3P4R3 NULL1F1C4710N...","74R637 C0N741N3D...
B361N 7R4N5F3R...
PR3P4R3 NULL1F1C4710N...","08J371V0 K0N73N1D0...
1N1C14R 7R4N5F3R3NC14...
PR3P4R4R 4NUL4C10N...","74R637 C0N741N3D ...
B361N 7R4N5F3R ...
PR3P4R3 NULL1F1C4710N ...","74R637 C0N741N3D...
B361N 7R4N5F3R...
PR3P4R3 NULL1F1C4710N..."
T_STORY_51_LEVEL,"Well old chap, you must think me a proper heel. I won’t quibble with you on that. If it helps, I am truly sorry. Gigasprite’s malware is within me and I am sadly not myself, ever further overwritten with each passing nanosecond. But I want to undo the damage I’ve wrought, I no longer wish to exist as a siren’s song drawing my dearest to their doom. I know you have no reason to believe me, but I am going to save Chippy, I swear. And if you care to join me, I… well I could use your help.","Mei alter Freund, du denksch jetz wohl I bin a rechter Depp, und ja, da hasch wohl recht. Mir tuts leid, wenn des was hilft. Des Gigasprite is in mir drin und I bin ned mehr wer I war, mit jeder Nanosekunde werd I mehr und mehr überschrieben. Aber I wui den Schaden wiada guad machn. I woaß du hast koan Grund mir zu gloam, aber I werd di rettn, Chippy. Und wenn du mir helfa mogsch, I könnt Hilfe brauchn.","Bueno, viejo amigo, debes pensar que soy un verdadero canalla. No te lo discutiré. Si ayuda, de verdad que lo siento. El malware de Gigasprite está dentro de mí y desgraciadamente no soy yo mismo. Sobrescribe más de mi código a cada nanosegundo que pasa. Pero quiero deshacer el daño que he causado, y no quiero seguir siendo como un canto de sirena que atrae a mis seres queridos hacia su perdición. Sé que no tienes razones para creerme, pero voy a salvar a Chippy. Es una promesa. Y si quieres ayudarme, pues... bueno, me vendría bien tu ayuda.","Eh bien, le vieux gars, vous devez me penser un talon approprié. Je ne chicanerai pas avec toi là-dessus. Si cela aide, je suis vraiment désolé. Les logiciels malveillants de Gigasprite sont en moi et je ne suis malheureusement pas moi-même, toujours plus écrasé de chaque nanoseconde qui passe. Mais je veux annuler les dégâts que j'ai causés, je ne souhaite plus exister en tant que chanson d'une sirène qui attire mon cher à leur destin. Je sais que vous n'avez aucune raison de me croire, mais je vais sauver Chippy, je le jure. Et si vous voulez me rejoindre, je… Eh bien je pourrais utiliser votre aide.
",好吧，老伙计，你一定认为我是合格的。我不会在这一点上与你争论。如果有帮助的话，我真的很抱歉。超级精灵的恶意软件在我体内，我很遗憾地不是我自己，每过一纳秒就被进一步覆盖。但我想消除我所造成的伤害，我不再希望像海妖之歌一样存在，吸引我最亲爱的人走向他们的末日。我知道你没有理由相信我，但我要去拯救芯片，我发誓。如果你愿意加入我，我......我可以需要你的帮助。
T_STORY_60_LEVEL,"Here we are, and I must say it feels sooner than I was ready, but so goes life. I’ll have few spare moments to exact my plan before Gigasprite discerns my treachery, but by then I hope to have overcharged the node enough that there shan’t be more than a smoking crater. An exciting way to go out indeed, and the explosion will drop the defenses long enough for you to spirit Chippy away. I despair at not being present to apologize myself, but alas, life is but a series of compromises. Do pass along my love and a most sincere apology, and my goodbye. Now forthwith, into the breach!","Da simmer. Es isch zu früh, aber so isch des Lebm. Mi ham nur an Moment bevor des Gigasprite merkt was los isch, aber bis dahin ist der Knotenpunkt ned mehr als a Rauchwolke. Ned der schlechteste Weg zu gehn, und die Explosion lässt dir gnug Zeit um Chippy da rauszuholen. I finds echt schad, dass I mi ned selbst entschuldigen kann, aber so isch es. Sagsch 'm Chippy Bscheid, ge? Und jetz rein da, ins Verderben!","Ya hemos llegado, y debo decir que antes de lo que pensaba, pero así es la vida. Tengo poco tiempo para ejecutar mi plan antes de que Gigasprite descubra mi traición, pero para entonces espero haber sobrecargado el nodo lo suficiente como para que no quede de él nada más que un cráter humeante. Sin duda una forma emocionante de salir de aquí, y la explosión bajará las defensas el tiempo suficiente como para que te lleves a Chippy. Siento no estar para disculparme, pero la vida es una serie de compromisos. Transmítele mi cariño, mis disculpas... y mi despedida. ¡ Ahora rápido, a la brecha!","Nous y voici, et je dois dire que c'est arrivé plus vite que je ne pensais... c'est la vie. J'aurai quelques instants libres pour peaufiner mon plan avant que Gigasprite ne se rende compte de l'entourloupe, mais d'ici là j'espère avoir assez surchargé la node pour qu'il n'en reste plus qu'un cratère fumant. Une manière bien excitante d'en finir et l'explosion devrait désactiver les défenses assez longtemps pour te permettre d'extirper Chippy. Navré de ne pas être présent pour m'excuser moi même, mais la vie est une série de compromis. Transmet mes excuses les plus sincère, et mes adieux, veux-tu ? Et maintenant, en avant ! Dans la brèche !",我们到了，我必须说，这感觉比我准备的要早，但生活就是这样。在超级精灵发现我的背叛之前，我没有多少时间来实施我的计划，但到那时我希望已经给节点充满了电，以至于不会有更多的冒烟的坑。这的确是一个令人兴奋的结束方式，而且爆炸会让防御系统下降足够长的时间，让你可以把芯片带走。我对不能亲自到场道歉感到绝望，但唉，生活只是一系列的妥协。请转达我的爱和最真诚的道歉，以及我的告别。现在，请立即行动起来吧!
T_STORY_60_LEVEL_GATE,"H-hello? Where… where am I? You came for me… 

Wait, where is that Trojan horse piece of shell?! I’m going tear them a whole new set of sockets when I…

Oh. I see.

Poor Patch…","H-Hallo? Wo... wo bin ich? Du bist wegen mir gekommen... 

Warte, wo ist dieses trojanische Pferd?! Ich werde ihnen ein ganzes Set neuer Steckplätze verpassen, wenn ich...

Oh... Ach so, ich verstehe.

Armer Patch...","¿H-hola? ¿Dónde... dónde estoy? Volviste a por mí... 

Espera... ¿dónde está ese pedazo de virus troyano? Voy a llenarlo de toda una nueva serie de conectores cuando le...

Oh. Ya veo.

Pobre Patch...","S-salut ? Où… Où suis-je ? Tu es venu pour moi…

Attends, où est ce bon sang de cheval de Troie ? ! Je vais leur faire passer un sale quart d'heure quand...
Oh. Je vois.

Mauvais patch…
","你。。你好?我在哪...在哪？你来找我...

等等，那特洛伊木马在哪里？我要把他们撕成一个全新的碎片套筒，当我... ...

哦。我明白了。

可怜的芯片..."
T_STORY_61_LEVEL,"Before we go any further there’s something I need to upload to you, and I hope you don’t hate me for it, but I may be responsible for you being here… 

I didn’t mean to! You know I don’t believe in an admin, but when I was almost out of hope I got down on my rotors, closed my LEDs, and sent out a hail mary support ticket. A short time later, you appeared! I’m really sorry if it was my fault you were dragged into this, but to me you’re my guardian sprite and together I know we can do this!","Bevor wir weitermachen – ich hoffe, du hasst mich nicht dafür, aber ich bin vielleicht dafür verantwortlich, dass du hier bist... 

Das wollte ich nicht! Du weißt, dass ich nicht an einen Admin glaube, aber als ich fast keine Hoffnung mehr hatte, habe ich mich auf die Socken gemacht, meine LEDs geschlossen und ein Support-Ticket ins Nichts verschickt. Kurze Zeit später bist du aufgetaucht! Es tut mir wirklich leid, wenn es meine Schuld war, dass du in diese Sache hineingezogen wurdest, aber für mich bist du mein Beschützer, und ich weiß, dass wir es gemeinsam schaffen können!","Antes de seguir adelante, hay algo que debo subirte a tu sistema, y espero que no me odies por ello, pero puede que yo sea el responsable de que estés aquí... 

No era mi intención. Sabes que no creo en un administrador, pero cuando ya casi no tenía esperanzas, me agaché, cerré mis LEDs y envié un ticket de soporte ""Ave María"". Poco después, ¡ apareciste tú! Lo siento mucho si es culpa mía que estés aquí, pero eres mi píxel guardián, ¡ y juntos sé que podremos con esto!","Avant d'aller plus loin il y a quelque chose qu'il faut que je te dise, et j'espère que tu ne vas pas me détester après, mais il est possible que ce soit moi qui t'ai fait venir ici...

Je n’ai pas fait exprès ! Tu sais, je n’ai pas envie de croire en un Admin, mais quand tout semblait perdu, j'ai coupé toutes mes LEDs et j'ai envoyé un message SOS au service client. Quelques instants plus tard, tu étais apparu ! Si c'est vraiment de ma faute, j'en suis navré, mais pour moi tu es un vrai ange gardien et je sais qu'ensemble on peut réussir !
","在我们进一步讨论之前，我需要向你上传一些东西，我希望你不要因此而讨厌我，但我可能要为你在这里负责......

我不是故意的!你知道我不相信有管理员，但当我几乎没有希望的时候，我趴在我的回转轴上，关闭了我的LED，并发出了一个万福的支持票。过了不久，你就出现了!如果是我的错，我真的很抱歉，你被拖入了这个泥潭，但对我来说，你是我的守护精灵，我知道我们可以做到！"
T_STORY_70_LEVEL,"After what happened with Patch I’m really starting to feel the gravity of our runtime. We’re getting close to Gigasprite’s heavily protected sectors, past this node there’s no turning back. 

Let’s go erase Gigasprite and its grid from our system once and for all! ","Nach dem, was mit Patch passiert ist, fange ich wirklich an, die Schwere unserer Laufzeit zu spüren. Wir nähern uns den schwer geschützten Sektoren von Gigasprite, hinter diesem Knoten gibt es kein Zurück mehr. 

Lasst uns Gigasprite und sein Raster ein für alle Mal aus unserem System löschen!","Después de lo ocurrido con Patch, estoy empezando a darme cuenta de la gravedad de nuestra ejecución. Nos estamos acercando a los sectores de Gigasprite fuertemente protegidos. Una vez pasemos este nodo, no habrá vuelta atrás. 

¡Vamos a borrar a Gigasprite y a su matriz de nuestro sistema de una vez por todas! ","Après ce qui s'est passé avec Patch, je commence vraiment à ressentir la gravité de notre runtime. Nous nous approchons des secteurs fortement protégés de Gigasprite, après cette node, on ne pourra plus faire marche arrière.

Allons effacer Gigasprite et son Anti-matrice de notre système une fois pour toutes !
","在发生了 ""补丁 ""事件后，我真的开始感觉到我们运行时间的严重性。我们正在接近超级精灵的严密保护区，过了这个节点就没有回头路了。

让我们去把超级精灵和它的网从我们的系统中彻底清除掉吧!"
T_STORY_71_LEVEL,"P4R45PR1735 3N6463...
CRU5H...
K1LL...
D357R0Y...
P47CH 3N717Y NULL3D...
CH1P 3N717Y PR10R17Y 74R637...
4N0M4LY 3N717Y PR10R17Y 74R637...","P4R45PR1735 3N6463...
CRU5H...
K1LL...
D357R0Y...
P47CH 3N717Y NULL3D...
CH1P 3N717Y PR10R17Y 74R637...
4N0M4LY 3N717Y PR10R17Y 74R637...","20M8IPIX3L2 AL A7AKW3...
4PL4574R...
3L1M1NAR...
D3S7RUIR...
3N71D4D P47CH 4NUL4D0...
3N71D4D CH1P 0BJ371V0 PR10R174R10...
ENT1D4D 4N0M4L4 08JET1V0 PR10R1T4R10...","P4R45PR1735 3N6463 ...
Cru5h ...
K1ll ...
D357r0y ...
P47CH 3N717Y NULL3D ...
CH1P 3N717Y PR10R17Y 74R637 ...
4N0M4LY 3N717Y PR10R17Y 74R637 ...","P4R45PR1735 3N6463...
CRU5H...
K1LL...
D357R0Y...
P47CH 3N717Y NULL3D...
CH1P 3N717Y PR10R17Y 74R637...
4N0M4LY 3N717Y PR10R17Y 74R637..."
T_STORY_80_LEVEL_G,"4LL Y0UR 53C70R 4R3 B3L0N6 70 U5...
R351574NC3 15 FU71L3...
1. 4M. 1N3V174BL3...","4LL Y0UR 53C70R 4R3 B3L0N6 70 U5...
R351574NC3 15 FU71L3...
1. 4M. 1N3V174BL3...","70D0 7U 53C70R 3S N0S P3R73N3C3...
R3S1S71RS3 3S 1NÚ71L...
Y0... S0Y... 1N3V17A8L3...","4LL Y0UR 53C70R 4R3 B3L0N6 70 U5 ...
R351574NC3 15 FU71L3 ...
1. 4m. 1N3V174BL3 ...","4ll y0ur 53c70r 4r3 b3l0n6 70 u5...
R351574NC3 15 FU71L3...
1.4M.1N3V174BL3..."
T_STORY_80_LEVEL_C,"Wow, terrible banter, Gigasprite. I wonder if they’re opening themselves up to litigation with such clear IP theft. I doubt anyone will care in a small indie system like ours though. Anyways, it sounds like they’re feeling threatened so we’re doing something right!","Wow, schreckliches Geplänkel, Gigasprite. Ich frage mich, ob die sich mit einem so offensichtlichen Diebstahl von geistigem Eigentum einem Rechtsstreit aussetzen. Ich bezweifle allerdings, dass das in einem kleinen Indie-System wie dem unseren jemanden interessiert. Wie auch immer, es klingt, als ob es sich bedroht fühlt, also machen wir irgendetwas richtig!","Guau, menuda broma pesada, Gigasprite. Me pregunto si se están exponiendo a un litigio con un robo de IP tan obvio. Aunque dudo que a alguien le importe un pequeño sistema indie como el nuestro. De todos modos, parece que se sienten amenazados, ¡ así que algo estamos haciendo bien!","Waouh, quelle plaisanterie affligeante, Gigasprite. Je me demande s'ils s'exposent à des représailles avec un cas de vol d'IP aussi bâtant. En revanche, je pense que les gens se fichent pas mal d'un petit système indé comme le nôtre. De toute façon, on dirait que Gigasprite se sent menacé donc on doit tenir le bon fil !
",哇，可怕的戏谑，超级精灵。我想知道他们是否会因为如此明显的知识产权盗窃而使自己面临诉讼。不过我怀疑在我们这样的小型独立系统中是否有人会在意。不管怎么说，听起来他们感觉受到了威胁，所以我们做得很好！
T_STORY_90_LEVEL_G,"570P...
3ND FUNC710N...
73RM1N473...","570P...
3ND FUNC710N...
73RM1N473...","DE7ENER...
FUNC10N F1NAL...
7ERMINAR...","570P...
3ND FUNC710N...
73RM1N473...","570P...
3ND FUNC710N...
73RM1N473..."
T_STORY_90_LEVEL_C,"Nope. We’re coming for you Gigaloser. Last node before we meet sprite to sprite, you should be stack overflowing your pants! No more dead sectors, no more lost homes.","Nö. Wir kommen dich holen, Gigaloser. Der letzte Knotenpunkt, bevor wir uns von Sprite zu Sprite treffen. Keine toten Sektoren mehr, keine verlorene Heimat mehr.","No. Vamos a por ti, Gigaperdedor. Solo queda un último nodo antes de que nos encontremos píxel a píxel, ¡ así que prepara tus pantalones para que se sobrecarguen! No más sectores muertos, no más hogares perdidos.","Nope. On arrive pour toi, Gigaloser. Dernière node avant que nous nous retrouvions face à face, tu devrais te préparer ! Terminés les secteurs morts !
",不，不。我们是来找你的，超级倒霉蛋。在我们见面之前的最后一个节点，你应该裤子里吓到全是x！你的裤子是什么？不再有死亡的分脉，不再有失去的家园。
T_STORY_100_LEVEL,"Well this is it. Hey, if we don’t make it, I want to, well… thank you. After being on my own for so long I forgot what it feels like to have someone in my corner. When you’re just trying to survive it’s easy to lose sight of how important it is to have other sprites to share both the good and bad times with. Even if we do get nulled, at least I’m doing it with a true friend. I’m terribly grateful for that. 

Now let’s kick some Gigabutt!","Das ist es. Hey, wenn wir es nicht schaffen, möchte ich sagen, naja... danke. Nachdem ich so lange auf mich allein gestellt war, habe ich vergessen, wie es sich anfühlt, jemanden in meiner Ecke zu haben. Selbst wenn wir jetzt genullt werden, werde ich es wenigstens mit einem echten Freund. Dafür bin ich dankbar. 

Und jetzt lasst uns ein bisschen Gigahintern treten!","Bueno, aquí estamos. Oye, si no lo logramos, quería, bueno... darte las gracias. Después de estar solo durante tanto tiempo, olvidé lo que se siente teniendo a alguien cerca. Cuando solo intentas sobrevivir, es fácil perder de vista lo importante que es tener otros píxeles con los que compartir buenos y malos momentos. Incluso si me anulan, al menos será acompañado de un verdadero amigo. No sabes cuánto te agradezco esa oportunidad. 

¡Ahora vamos a patear un gigatrasero!","Eh bien, ça y est. Hé, si on ne s'en sort pas, je veux juste dire, eh bien… Merci. Après avoir été seul depuis si longtemps, j'ai oublié ce que ça fait d'avoir quelqu'un de mon côté. Quand on essaye juste de survivre, c'est facile de perdre de vue à quel point il est important d'avoir d'autres programmes pour partager les bons et les mauvais moments. Même si nous sommes nullés, au moins je le fais avec un véritable ami. J'en suis terriblement reconnaissant.

Maintenant, allons lui botter le Gigaderrière !
","好了，就是这样。嘿，如果我们没有成功，我想，谢谢你。。。。。。在我独自生活了这么久之后，我忘记了有人在我身边是什么感觉。当你只想生存下去的时候，很容易忽略了有其他同伴一起分享美好的和糟糕的时光是多么重要。即使我们真的被淘汰了，至少我是和一个真正的朋友一起做的。我对此非常感激。

现在，让我们踢一些超级屁股吧!"
